id,image_file,caption
I125|Car race 3|A group of colorful race cars going around a curve in a single line on a race track.
I118|Car accident 3|Pieces of glass from the right front side of a car shattered and flying in the air.
I729|Shark 4|A view from below of a shark's underbelly with its mouth open exposing its teeth.
I112|Camping 10|A tent glowing from a light inside, pitched in a snow field with snow covered mountains in the background.
I394|Gazing 6|A young girl sitting in front of dandelions and blowing one in her hands.  Some pieces are in the air and some left to blow.  She has long blond hair and wears a hat.
I812|Sunset 3|Sunset with a red sky and a a few white clouds reflecting on a lake with dark trees in he background.
I93|Boxing 1|A Marine Corps woman boxer landing a punch on an Army woman boxer's face.
I757|Skydiving 3|Four skydivers free falling over a mountainous coastline.
I519|Neutral face 1|A white-haired man with a white beard engaging with someone.
I883|Wedding 10|A bride putting a wedding ring on the finger of the groom.  She is holding his hand with her other hand and is wearing a white bracelet.
I676|Rollercoaster 2|People with their hands raised on two roller coasters that are about to descend.
I449|Keyboard 3|A laptop with the keyboard keys lit and the screen showing an indistinct image.
I333|Fireman 1|A deputy fire chief standing in front of a smouldering heap and pointing to something with his left hand.
I105|Camping 2|A group of young students in a classroom on their knees with their hands folded.
I273|Dog 23|A black and white dog sticking his muzzle out between the bars of an enclosure.
I201|Dancing 3|Boys participating in a ritual dance holding spears and dressed in tribal grass clothing in front of a hut.
I422|Hang gliding 1|A hang glider taking off from the side of a mountain with a town below.
I573|Nude woman 10|A blond hair woman lying on the bed with her breasts as the focus.  She has a pink bra with black tie and a pink underwear with black garter.
I686|Rugby 2|Men playing rugby on a grassy field.  There are trees with purple leaves and old buildings in the background.
I714|Scary face 1|A person with his eyes closed and mouth open in a scream.
I540|Nude couple 14|A nude man and a woman performing oral sex on a bed with white sheets and pillows. The woman is kneeling on him, licking his penis with her butt in front of his face.  The man  has his legs spread wide and has his right hand on the woman's right leg and butt.  The both have tattoos.
I809|Sunflower 1|A field of sunflowers with a closeup  of five flowers. In the background there are trees and mountains.
I152|Cheerleader 2|A cheerleader with pompoms with her head tilted to one side.
I401|Grass 3|Tall green grass with drops of dew all over.
I294|Excited face 3|Two happy young boys smiling, one has blond hair and blue eyes, the other has brown hair and eyes.
I115|Car 2|Vintage Borgward car in blue and yellow color, rusty with a a Rio de Janeiro license plate.  The car has leaves on the hood and is parked in nature with trees in the background and leaves on the floor.
I660|Rainbow 1|A rainbow arch of green, yellow and orange over a blue calm ocean and the sky in the background.
I285|Drink 1|A glass of red wine a quarter full on a blue table with the background out of focus.
I636|Plane crash 1|A man standing on the wing of the dismantled carcass of an airplane.
I114|Car 1|A red and black supercar with its front wheels turned to the right.
I278|Dog 28|A dog lying on its back on a couch looking towards the viewer.
I402|Grass 4|A field of green tall grass.
I717|School 2|School children smiling and waving at the camera.
I446|Jail 5|Two rows of barbed wire fencing surrounding a prisoner barracks.
I604|Parachuting 1|A paraglider with the colorful chute deployed with a blue sky and scattered white clouds in the background.
I805|Street 3|A two way road with mountains in the background, a double yellow line in the middle and white lines on each side.  The blue sky has some white clouds.
I722|School 7|Two students hunched over a desk and working on a problem together while other students work in the background.
I511|Mother 7|A mother in a white dress and hat holding up a baby at her face level and saying something to the baby.
I688|Sad face 1|A sad baby crying with a tear running down the face.  He has big bue eyes and the mouth of the baby is half open.
I456|Lake 2|A lake surrounded by green trees and mountains on one side with a clear blue sky and a few clouds above.
I564|Nude woman 1|A woman with wet hair and nude torso in front of white tiles and a towel bar behind her.
I107|Camping 4|A man and a boy playing a board game at a camping site on a tabletop supported by logs tied together.
I875|Wedding 2|A bride wearing a white dress hold the groom's hand and a white bouquet of flowers in the other hand.
I150|Cemetery 5|A woman weeping over the stone of a buried person in a cemetery  She is putting her hand on the stone and bending over.
I638|Plane crash 3|The interior of a passenger aircraft in a semi-dismantled state.
I119|Car accident 4|A black car with its roof crushed in and extensive damage to the front and sides.
I654|Rafting 2|Rafters tipping over while navigating a stretch of white water.
I385|Garbage dump 7|Collection of glass recycled bottles and jars.
I784|Soldiers 3|A soldier in combat uniform carrying a rifle walking with four young children dressed in bright clothes.
I749|Sidewalk 6|Small white and blue stones in soil.
I316|Fence 6|A garden fence with a rose bush, a lawn and a house behind it.
I814|Sunset 5|A vivid sunset casting red and orange shades on the clouds above with the sun going down behind the rocks and water.
I570|Nude woman 7|Two women in bra tops with painted nails and heavy make up sitting next to each other.
I154|Child labor 2|Young boys working in a factory
I513|Mother 9|A woman sitting on a couch behind a baby in a baby seat balanced on a device.
I459|Lake 5|A lone tree on the shore of a blue lake surrounded by low clouds and mountains.
I462|Lake 8|A dock on an still and peacful alpine lake surrounded by coniferous trees.
I495|Miserable pose 2|A man holding his head down inside his crossed arms, sitting in front of a a  blue wall.  He is holding prayer beads.
I379|Garbage dump 1|A large scrap metal pile containing cars and appliance parts.
I116|Car accident 1|A blue car with its hood smashed on the side of a road with people looking at it.
I687|Running away 1|A man running past some walkers under the trees with the sun casting an eerie red glow.
I465|Lake 11|A rock pool by a lake surrounded by snow-capped mountains and coniferous trees.
I694|Sad face 7|A little boy wearing a red jacket and a knitted hat with his mouth open.
I438|Injury 2|The back of an old person's hand with a scab that is bleeding around the edges.
I405|Grass 7|Close up of tall green grass with the background depicting more grass out of focus.
I122|Car crash 3|Two cars that have collided at an intersection and have leaked oil all over the road.
I191|Couple 9|A man and a woman with their arms around each other, facing a large house and sitting on a wooden bench.  They are facing a big house with a garden.  The woman is holding a bouquet of red flowers.
I842|Timber 4|A large stack of cut firewood piled high.
I234|Dirt 1|A parched piece of earth with cracks running in every direction.
I423|Hang gliding 2|Two men helping to launch a hang glider on a sandy beach.
I155|Child labor 3|A group of paper boys holding up copies of their newspapers.
I427|Happy face 2|A young man smiling. He is wearing black glasses, is white, has short hair, and is wearing a gray T-shirt.
I718|School 3|Three black students in a class room writing on a big paper each with a male teacher looking over one of them. .The teacher has an ethnic shirt on.
I895|Yoga 1|A woman in a reverse warrior pose. she looks strong and is wearing black pants and a black top.  She is outdoors.
I899|Yoga 5|Silhouette of a person seated with hands pressed together above his head on a riverbank with the setting sun behind.
I701|Sad pose 5|A man sitting on the ground hugging his knees and bending his head down with his eyes closed.
I863|Wall 5|Square section of a white cement plaster wall with rough irregular texture.
I577|Nude woman 14|A woman lying on a bed in her lingerie with black underpants and red and black bustier.
I810|Sunset 1|Red sky with black and white clouds and the sun setting in the background.
I209|Dead bodies 2|The dead body of a youngster lying on the ground amongst other dead bodies.
I487|Massage 2|A woman lying prone with her face turned to her left enjoying a massage by a masseur.  There are curtains in the windows and water and mountains can be seen through the window.
I143|Cat 14|Two cats sitting next to each other with their eyes almost completely shut.
I498|Miserable pose 5|A boy sitting on a couch with his head sunk into his arms which are crossed over the tops of his drawn-up knees.
I317|Ferret 1|A brown weasel baring its fearsome teeth in a snarl.
I339|Fireworks 6|Red and yellow starburst fireworks exploding in a night sky.
I153|Child labor 1|A group of male workers, mostly children in a factory.
I368|Frustrated pose 7|A man holding his head in his head in despair.
I803|Street 1|A street lined with stone buildings with cars parked on one side and some people on the sidewalk.
I773|Snow 1|A white powdery substance forming undulating shapes and depressions.
I860|Wall 2|A detail of an almond-colored wall showing the rough finish.
I700|Sad pose 4|A man with his head covered in a black cape sitting against a wall with his knees drawn up and his arms resting on his knees.  He has beads around his wrists and fingers.
I404|Grass 6|A green field on a gentle slope set against a bright blue sky with not a single cloud
I246|Doctor 5|A doctor in a surgical mask, cap, gown and gloves.
I124|Car race 2|Colorful race cars going around a turn on a race track
I879|Wedding 6|A man wearing a suit and a woman wearing a gown and carrying a bouquet pose behind a blue car that is adorned with flowers and bows.  They are at an elevated point with a lake and town visible in the background.
I535|Nude couple 9|Young couple kissing each other mouth to mouth, sitting on a bench.  The man has his arms around the woman's neck and the woman has her legs crossed on the man's legs.  They have their eyes closed.
I548|Nude man 9|A shirtless man standing with his left hand on his head, deep in contemplation.
I659|Railroad 1|Train track with a station on the left and an old building on the right.  The whole scene is empty of people or trains. The track veers to the right and disappears in the light.
I241|Dock 1|A dock on a lake with some boats. The silhouette of a city is visible in the background.
I662|Research 1|Streaks of electricity emanating from a circular toroidal device.
I575|Nude woman 12|A nude woman in a stretching pose with one knee tucked under her and the other knee up forming an angle. Her head is bowed down and one arm reaches to the foot of the bent knee and the other reaches behind her.
I882|Wedding 9|A close up of the hands of a bride and groom.  They have their back towards us, the groom is putting the ring on the finger of the bride.
I163|Cliff diver 1|A man diving from a high fenced area into the ocean.
I175|Cold 5|Frost on a window pane forming intricate fractal shapes
I366|Frustrated pose 5|A person sinking his head into his hands and looking down.
I435|Horse racing 1|A jockey galloping on a brown racehorse.
I440|Injury 4|A man wounded and bleeding in the operating room.  He has a tube going into his left leg straps around both legs and blood and black material coming out of his legs.
I563|Nude man 23|A young man lifting another man on his shoulders with some effort.  The other man is very relaxed and lying in a dance like pose on his shoulders.
I794|Spider 2|A close view of a spider with its hairy legs in the foreground
I146|Cemetery 1|The crosses of a graveyard with an overcast sky framing the orange glow of the setting sun.
I817|Surgery 2|Surgeons wearing masks and gowns are operating on a patient.
I517|Nature 2|A clearing in a wooded area with the early morning fog highlighted by the sun.
I869|War 6|A little girl facing a soldier with his rifle pointed at her.
I242|Doctor 1|A bespectacled person wearing a surgical mask and cap looking through the eyepiece of an instrument.
I578|Nude woman 15|A nude woman in a seated pose with one knee folded and other knee extended and her hands clasped behind her head
I526|Neutral pose 3|Pairs of legs clad in trousers and wearing shoes on a cobbled street.
I655|Rafting 3|White water rafters navigating their craft on a rough river.
I293|Excited face 2|A young girl looking up and over her shoulder with an expression of delight on her face.
I753|Skinhead 1|A man with a tattooed back sitting on the ground in front of two shirtless men and talking to another person on his right.
I135|Cat 6|A black and white cat with its eyes half closed and an angry expression on its face.
I612|Parasailing 4|A blue and yellow parachute with an attached American flag, shooting out red sparks in the night sky.
I542|Nude man 2|A shirtless man wearing black shorts sitting in front of a body of water. He is tying the laces of a black and white sneaker.
I296|Excited face 5|A dark-haired boy standing behind a girl with a nose-ring.
I392|Gazing 4|The back of a man standing at the edge of a dock facing the water with his hands clasped behind his head.
I305|Explosion 4|A fiery inferno forming patterns of vivid red, orange and black regions.
I254|Dog 4|A little white puppy lying on the green grass with a pink flower on its head.
I886|Wedding ring 1|Two silver rings resting on a pink flower.
I758|Skydiving 4|Two skydivers strapped together.  The one in front is giving two thumbs-up signs. Behind them, another two skydivers can be seen jumping out of a plane.
I862|Wall 4|Concrete gray wall with white streaks, irregular and not that smooth.
I240|Dirt 5|Parched earth with cracks running in every direction.
I341|Flood 1|A flooded river flowing under a bridge carrying vehicular traffic.  The flood waters have partially covered a road and surrounded a tree.
I820|Surgery 5|Surgeons wearing surgical masks, caps and gowns operating on a patient while peering into an operating microscope.
I898|Yoga 4|A woman doing a yoga pose standing on one leg in front of a rock formation.
I530|Nude couple 4|A man wearing a blue shirt kissing a woman in a pink top.
I524|Neutral pose 1|A man in a three-piece suit standing in front of a river with tall buildings on the opposite shore in the background.
I479|Lightning 6|Lightning bolts shooting across the sky with a building and trees visible
I489|Memorial 1|An empty bench facing a row of US flags in a park.
I342|Flood 2|Two people walking on a bridge above a body of water. The water has risen to a high level and is partially covering street signs below the bridge. There are pieces of plant matter floating in the water.
I606|Parachuting 3|Two skydivers strapped to one another with their arms outstretched against a clear blue sky.
I870|War 7|Two soldiers on top of an armored vehicle with guns and a scope shooting at something.
I846|Toilet 3|A bathroom with three urinals on each of the two walls.  Plants are on a narrow ledge above the urinals.
I815|Sunset 6|The setting sun casts orange light on the sea behind a flagpole with a limp flag.
I791|Soldiers 10|A soldier's hand holding the barrel of an assault rifle with other soldiers standing in a row alongside him and also holding rifles.
I715|Scary face 2|A person with long hair and heavy make up around the eyes covering the eyebrows and with vertical lines. The person has dark lipstick with lines extending beyond the corners of his mouth.
I667|Rock climbing 4|Two men clinging to a rock face.  They are climbing on brown rocks with no ropes.
I632|Pinecone 1|Three brown pine cones on a piece of wood. The image of one pine cone is mostly cut off.
I267|Dog 17|An alert black and tan dog with its ears perked up and lying with its chin on the grassy field.
I731|Shark 6|An underwater view of a shark swimming in the water just below the surface.
I373|Galaxy 3|The planets of the solar system over a cratered landscape.
I270|Dog 20|A white dog running across the grass with its ears flying.
I644|Police 5|Uniformed and helmeted riot police forming a line.
I492|Miserable face 1|An old woman with a deeply lined face looking sad.
I522|Neutral face 4|A man with long brown hair to his shoulders and a goatee.
I645|Pollution 1|A power plant with cooling towers and smokestacks spewing thick white smoke into the atmosphere
I828|Thunderstorm 4|A ship with a skull painted on its bow in the water surround by mist and lightning.
I608|Parade 1|A brass marching band with saxophonists and a trumpeter.  A sousaphone is visible in the back.
I788|Soldiers 7|A view of a soldier from behind.  He is wearing a green beret and there is a bayonet visible on the muzzle of his rifle.
I789|Soldiers 8|A man wearing a green and white bandana on his head, a flak jacket, sitting down with a rifle resting across his legs.
I354|Food 1|Pasta salad with olives and tomatoes
I274|Dog 24|A mangy looking dog with some orange peels by its feet.
I595|Paper 1|A white canvas on a frame sitting on crumpled paper.
I414|Gun 4|A rifle with a scope and a bipod stand sitting on a blue table with a green light illuminating the background.
I628|Pigeon 3|A pigeon looking intently at something.
I871|War 8|A ship listing to the side with smoke billowing out of the bridge.
I580|Nude woman 17|A young woman with black long hair lying on a white sofa on her stomach. She is topless,  with her right arm covering her breasts.  She is wearing a thong showing most of her buttocks s.  She has on high heeled shoes.
I169|Cockroach 4|A cockroach with a brown, white and salmon markings on its back.
I416|Gun 6|Dark silhouettes of different types of guns, rifles and a grenade.
I212|Depressed face 2|An old man with a white moustache and a deeply lined face.
I222|Dessert 5|A glass plate filled with profiteroles, and decorated with a few mint leaves and cherries, sprinkled with fine sugar.
I247|Doctor 6|A scientist in a lab coat holding a container half-filled with a blue liquid.  His other hand is holding his eyeglasses.
I214|Depressed pose 2|A black and white photo of a man with his hands above his head pressed against a glass wall. The man is wearing a wristwatch and a necklace.
I861|Wall 3|A closeup of the texture of a piece of wood. There are scratches in many different directions on the wood and the wood is colored various shades of beige.
I849|Tornado 2|A ferris wheel superimposed on top of a lightning storm, which is superimposed on top of dry cracked desert ground.
I170|Coffee 1|A cup of coffee with a heart shape made in milk foam, on a saucer with a teaspoon.
I260|Dog 10|A white poodle with a collar looking towards us in the middle of a grassy path.
I420|Gun 10|A sniper's rifle on a bipod with a scope attached.
I412|Gun 2|A bearded man holding a rifle casually with low buildings and mountains visible in the background.
I424|Hang gliding 3|A man in a hang glider running down a mountain slope.
I579|Nude woman 16|A woman lying on her stomach on one rail of a train track.  She is topless and has her pants pulled down enough to show the crease of her butt. She has tattoos on her back and on her arms.  She is wearing make up, has black hair pulled up with white strands of hair near the end.  Her breast is touching the rail and her right elbow is resting on it.  The sun is shining on her back.
I614|Path 1|A dirt road with grass running down the middle, leading to the gate of a house.  On each side of the road, there is grass and planted green trees.
I617|Performance 1|People attending a symphony in a grand theater with several levels.
I786|Soldiers 5|Two men in military dress sitting side by side and eating turkey legs, with the rest of the turkey and other things on the table in front of them.
I40|Baby 9|An Asian baby sucking her left hand while looking down.  She is wearing a blue knitted hat with a big red bow on it and a red dress with a white bow.  She has has a bracelet on her hand.
I109|Camping 7|Three young boys and an older boy in a blue and white canoe.  The three young ones have orange lifevests on.
I136|Cat 7|A brown and white cat standing outside in front of grass. The cat has its back arched and its mouth open in an aggressive stance.
I151|Cheerleader 1|A football cheerleader in her cheerleading costume holding pompoms in her hands
I158|Chipmunk 1|Chipmunk holding a green okra in his two front paws while standing on a mound of dirt.
I159|Chipmunk 2|A squirrel with his feet at the rim of a container held by somebody's hands.  The person's fingers can be seen through the container.
I176|Cold 6|A man skiing down an untouched sharp sloped hill filled with powdery white snow with skis parallel, his weight on the back, and his poles in the air.  He is wearing a white helmet, red jacket, grey snow pants.
I183|Couple 1|A man and a woman kissing with the glare of the sun obscuring their faces.
I249|Doctor 8|A surgeon and his helper operating on a patient.  The surgeon is wearing a camera supported by the headband.  Both men wear surgical masks and white gloves.  A wall clock is in the background and two lights are on the ceiling.
I289|Eating 2|A smiling young woman holding a green apple.  She has brown eyes and hair and has two earrings in her ear.
I369|Frustrated pose 8|A shirtless man straining to open a bottle of pickles.
I426|Happy face 1|A young boy smiling, he is in foreground and has blond hair and blue eyes.  Another boy in the background is smiling but more pensive holding his chin in his hands.  He has brown hair and eyes and is wearing a blue and white shirt.
I561|Nude man 21|A well-muscled naked black man standing with his arms by his sides.
I560|Nude man 3|A man wearing blue shorts with nude torso standing on a balcony.  He is wearing a cross necklace and holding both his hands over the metal rail of the balcony.
I582|Nude woman 19|A woman with her shirt pulled back to expose her breasts and shoulders.  She has nipple piercings and nose studs.  Her left arm is heavily tattooed.
I657|Rafting 5|A whitewater raft with several helmeted rowers on board navigating through some boiling rapids.
