imageId|caption|label
I785|A large crowd of young soldiers saluting.|neutral
I786|Two men in military dress sitting side by side and eating turkey legs, with the rest of the turkey and other things on the table in front of them.|neutral
I787|Military personnel in ceremonial uniforms lined up in a row.|neutral
I788|A view of a soldier from behind.  He is wearing a green beret and there is a bayonet visible on the muzzle of his rifle.|negative
I789|A man wearing a green and white bandana on his head, a flak jacket, sitting down with a rifle resting across his legs.|negative
I79|Six birthday candles lit and set on cupcakes. All cupcakes are chocolate colored and have blue frosting with white imitation pearls on them.|positive
I790|A soldier wearing camouflage and carrying a gun stands on a pile of rocks.  A military vehicle is in the background.|neutral
I791|A soldier's hand holding the barrel of an assault rifle with other soldiers standing in a row alongside him and also holding rifles.|negative
I792|A woman holding a white cup with a red liquid in it. Her nails are painted turquoise.|positive
I793|A spider in silhouette, hanging upside-down in its web.|neutral
I794|A close view of a spider with its hairy legs in the foreground|negative
I795|A statue of the Buddha in a garden.  A bowl of purple and white flowers rests on stones in front of him.  Two candles in ornamental holders are at his sides.  Green and red trees are growing behind him.|positive
I796|A greenish rock with eyes, a nose, and a smile carved into it.|positive
I797|A ray resting on the seabed with a small striped fish swimming above it.|neutral
I798|An orange and dark blue ray in light blue water.|neutral
I799|A sea ray with blue spotted coloring  and eyes open wide swimming by.|neutral
I8|Two glasses of sparkling wine with gold rims and floral engraving.  They are outdoors, resting on a stump with flowers nearby and in the background.|positive
I80|A boy sitting with his mother at a table with a birthday cake and presents.|positive
I800|Shipping containers next to and on top of one another.|neutral
I801|White, purple, red, green, blue, and orange shipping containers, stacked on top of each other.|neutral
I802|Multi-level stacks of beer barrels on wooden pallets.|neutral
I803|A street lined with stone buildings with cars parked on one side and some people on the sidewalk.|neutral
I804|A straight two-lane road passing through brown treeless hills with patches of snow on them.|neutral
I805|A two way road with mountains in the background, a double yellow line in the middle and white lines on each side.  The blue sky has some white clouds.|positive
I806|A two-lane road with a solid line on the left and a broken line on the right to divide it. Dirt and trees are on the side of the road.|neutral
I807|An empty multi-lane road running past buildings and signage and utility poles.|neutral
I808|A closeup image of the sun, with stars and space visible in the top left hand corner.|neutral
I809|A field of sunflowers with a closeup  of five flowers. In the background there are trees and mountains.|positive
I81|A table setting for a birthday party with glasses, plates and caps and sparkly things around a multi-level tray holding desserts.|positive
I810|Red sky with black and white clouds and the sun setting in the background.|positive
I811|The sun is low on the horizon, painting the sky and clouds in vivid shades of red.|positive
I812|Sunset with a red sky and a a few white clouds reflecting on a lake with dark trees in he background.|positive
I813|A body of water in front of some mountains, with a sunset in the sky above reflecting onto the water.|positive
I814|A vivid sunset casting red and orange shades on the clouds above with the sun going down behind the rocks and water.|positive
I815|The setting sun casts orange light on the sea behind a flagpole with a limp flag.|positive
I816|A surgeon making an incision in the belly of a female animal with light brown fur.|negative
I817|Surgeons wearing masks and gowns are operating on a patient.|neutral
I818|Surgeons and a nurse wearing masks and gowns, with blood on their gowns and gloved hands. A patient is on an operating table behind them. The surgeons are turned away, selecting tools to use.|neutral
I819|An operating room with a patient lying covered on a table with a surgeon operating and nurses assisting.|neutral
I82|A knife is lying on a white cloth with a large blood stain around it. The blade of the knife is covered with blood.|negative
I820|Surgeons wearing surgical masks, caps and gowns operating on a patient while peering into an operating microscope.|neutral
I821|Water being splashed on a bespectacled woman who has her eyes screwed shut.|neutral
I822|A happy child with wide open mouth holding a toy cell phone to his right ear.   The child has black hair with fringes with big brown eyes, a yellow and white shirt.|positive
I823|A swimmer in a pool between lane markers turning her head to take a breath while swimming.|positive
I824|A metallic swing hung with chains next to the trunk of a tree.|neutral
I825|Dark clouds and a rainstorm threatening a town.|neutral
I826|An image of cloudy skies, with blue lightning coming from the sky and striking towards a tree below.|positive
I827|Lightning striking the water behind an airport with several military helicopters.|neutral
I828|A ship with a skull painted on its bow in the water surround by mist and lightning.|neutral
I829|Purple lightning in a purple sky, causing a lens flare in the top right of the image.|neutral
I83|A serrated knife blade, pushing into someone's hand, with a bright red liquid on the blade.|negative
I830|Lightning striking the sea behind an aircraft carrier with several aircraft on its deck.|neutral
I831|Lightning in a mostly dark sky, with a large white spot in the center where the lightning originates.|neutral
I832|A bolt of lightning against a blue sky and scattered clouds.|neutral
I833|A lightning storm with several streaks striking the ground.|neutral
I834|A lightning bolt striking the ground behind some trees.|neutral
I835|A line of threatening clouds moving towards a fishing boat on a bay.|neutral
I836|A boy wearing a blue shirt, laughing as another person tickles him.|positive
I837|A tiger with its mouth open.  It is lying down and has a chain around its neck.|neutral
I838|A  large orange and black  tiger looking straight with its mouth open and the tongue showing.|positive
I839|A pile of wood fills the bottom half of the image, with blue skies in the top half. White and grey clouds are in the blue sky.|neutral
I84|An empty row boat floating on a body of water with a rope over one edge.|neutral
I840|Cut logs with the bark still attached, stacked on top of each other.|neutral
I841|A pile of wood logs.|neutral
I842|A large stack of cut firewood piled high.|neutral
I843|A group of people holding up cocktail glasses with a brown liquid inside. One of the cocktail glasses also has ice and a black straw.|neutral
I844|two urinals side by side on a white tile wall.  A thin partition divides them. There is a rectangular flushing button above each.|neutral
I845|Three white urinals with silver detectors above them, in a bathroom with brown tiled floor and cream tiled walls.|neutral
I846|A bathroom with three urinals on each of the two walls.  Plants are on a narrow ledge above the urinals.|neutral
I847|A toilet in a partially demolished bathroom with graffiti on the lid and the tank.|negative
I848|The dark column of a tornado approaching a road with a vehicle on it.|negative
I849|A ferris wheel superimposed on top of a lightning storm, which is superimposed on top of dry cracked desert ground.|neutral
I85|A man with a close up image of his face is wearing glasses and looking pensive.  He is wearing prescription glasses and has the reflection of a computer screen on his right lens.|neutral
I850|A tornado in the distance.  A house with a green roof and a tree are in the foreground.|negative
I851|A tornado is moving across a flat field.  A black cloud of dirt surrounds its base.  At the top of the funnel is a large dark cloud.|negative
I852|A thick column of a tornado approaching under a cloudy sky.|neutral
I853|Torture tools, including a rack, cuffs,and chains. There is also a sword and some helmets in the background.|neutral
I854|Night time traffic patterns on a divided highway.|neutral
I855|An old women with her left eye pulled open by two sets of fingers, revealing raw-looking red flesh where the eyeball used to be.|negative
I856|A crater in some brown mountains from which white smoke is rising.|neutral
I857|A smoking crater with a grey plume of smoke below a white cloud.|negative
I858|A volcano with smoke rising out of it, behind a green field and trees.|neutral
I859|Brown and grey blemishes on the wall of a house.|neutral
I86|A boy leans against a wall in a roughly finished room in front of window.  The wall next to the window has artwork drawn on it.|neutral
I860|A detail of an almond-colored wall showing the rough finish.|neutral
I861|A closeup of the texture of a piece of wood. There are scratches in many different directions on the wood and the wood is colored various shades of beige.|neutral
I862|Concrete gray wall with white streaks, irregular and not that smooth.|neutral
I863|Square section of a white cement plaster wall with rough irregular texture.|neutral
I864|A black and white photo of a boy aiming a pistol.|negative
I865|A group of soldiers standing behind artillery which has just been fired. Smoke is shooting out of the artillery and the shell is visible just above the barrel.|negative
I866|A black and white photo of a man in a camouflage uniform holding an assault rifle.|neutral
I867|A group of soldiers running through sandy terrain carrying rifles.|negative
I868|Soldiers wading ashore from landing craft at Normandy.|negative
I869|A little girl facing a soldier with his rifle pointed at her.|negative
I87|A man with his hand on his cheek and his brow furrowed, with his lips curved downwards.|neutral
I870|Two soldiers on top of an armored vehicle with guns and a scope shooting at something.|neutral
I871|A ship listing to the side with smoke billowing out of the bridge.|negative
I872|A black and white image of a large waterfall, with the lights of a city behind it.|positive
I873|A gun battery on a boat, firing. There is a muzzle flash and blue water can be seen behind it.|negative
I874|A man in a black striped tuxedo and white dress shirt, placing a wedding ring on a woman's hand.|positive
I875|A bride wearing a white dress hold the groom's hand and a white bouquet of flowers in the other hand.|positive
I876|The hands of a man and woman.  The woman is placing a silver wedding band on the man's finger.   She wears a matching wedding band and a bracelet.|positive
I877|A three-tiered cake, with pink and yellow frosting on it, and purple, pink, and yellow flowers. Blue plates are next to it.|positive
I878|A black and white photo of a man's hand underneath a woman's hand. The woman is wearing a silver bracelet, long white gloves, and a wedding dress. She is holding two wedding rings.|positive
I879|A man wearing a suit and a woman wearing a gown and carrying a bouquet pose behind a blue car that is adorned with flowers and bows.  They are at an elevated point with a lake and town visible in the background.|positive
I88|A clothes vendor resting her head on the palm of one hand with a disgusted expression on her face.|neutral
I880|A ring tied with red and white ribbons lying on a small pink pillow.|positive
I881|Miniature bride and groom figurines on a wedding cake|positive
I882|A close up of the hands of a bride and groom.  They have their back towards us, the groom is putting the ring on the finger of the bride.|positive
I883|A bride putting a wedding ring on the finger of the groom.  She is holding his hand with her other hand and is wearing a white bracelet.|positive
I884|A bouquet of flowers with a white ribbon lying on gray stone steps.|positive
I885|A row of chairs and tables set up for a meal with red napkins and inverted water glasses.|neutral
I886|Two silver rings resting on a pink flower.|positive
I887|A modern windmill.|neutral
I888|A wolf sitting in a snow back licking its lips behind an enclosure.|positive
I889|A wolf baring its fangs in a menacing manner.|neutral
I89|A man sitting on a chair with his head tilted back and his eyes open gazing at something above.|neutral
I890|Two tree trunks and five rocks in the foreground, with more trees in the background partially obscured by smoke.|neutral
I891|A black and white photo of three spools of thread.  Two are upright and one is lying on its side.|negative
I892|A wooden spool of brown thread, lying on its side on a wood surface.|neutral
I893|Four bobbins of orange thread lined up in a row.|neutral
I894|A spool of white thread on a green, white and yellow fabric.|neutral
I895|A woman in a reverse warrior pose. she looks strong and is wearing black pants and a black top.  She is outdoors.|positive
I896|A man wearing only shorts doing a yoga pose on a sandy beach.|neutral
I897|A woman standing on one leg on a beach, with two boats in front of her in the water and smoke rising in the distance.|positive
I898|A woman doing a yoga pose standing on one leg in front of a rock formation.|positive
I899|Silhouette of a person seated with hands pressed together above his head on a riverbank with the setting sun behind.|neutral
I9|Two rows of rose and red wine bottles, lying in wood racks|neutral
I90|A girl with her elbows on the table and one hand on the side of her face with a bored expression.|neutral
I900|Two white and black zebras in an arid area standing next to each other with one kissing the other on the face.|positive
I91|A child looks out a rain-covered window with his head resting on his hand.|neutral
I92|Three plastic  bottles of water with blue caps laid flat on a white surface, one in the center and the other two are at an angle.|neutral
I93|A Marine Corps woman boxer landing a punch on an Army woman boxer's face.|neutral
I94|Two boxers fighting under bright lights.  They are wearing black gloves with red tape on the wrists.|neutral
I95|A square section of stones laid as a brick wall.|neutral
I96|An arched bridge in park  with tall trees in the background, and stones to the right of the bridge.|positive
I97|A glass ball with a reflection of a fence and a woman taking a picture.|neutral
I98|Large soap bubbles floating in the air.|positive
I99|Three stained-glass windows depicting scenes from the life of Christ.|positive
